name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,temp_c,temp_f,habit_code,solar_flux,disc_facility,disc_method
Kepler-87 b,Kepler-87,b,2013,114.74,13.49,540007,335566,324.2,0.1323,205,401,0,9.2,Kepler,Transit
Kepler-87 c,Kepler-87,c,2013,191.23,6.14,245785,152733,6.4,0.0276,130,266,0,4.66,Kepler,Transit
Kepler-870 b,Kepler-870,b,2016,21.36,2.78,111284,69153,8.2,0.3775,418,784,0,54.87,Kepler,Transit
Kepler-871 b,Kepler-871,b,2016,22.05,3.74,149713,93033,13.5,0.2577,367,693,0,79.72,Kepler,Transit
Kepler-872 b,Kepler-872,b,2016,2.58,1.99,79660,49502,4.6,0.5844,957,1755,0,553.06,Kepler,Transit
Kepler-873 b,Kepler-873,b,2016,20.55,3.75,150113,93282,13.5,0.2559,476,889,0,68.02,Kepler,Transit
Kepler-874 b,Kepler-874,b,2016,40.07,3.94,157719,98008,14.7,0.2396,287,549,0,31.62,Kepler,Transit
Kepler-875 b,Kepler-875,b,2016,27.51,2.9,116088,72138,8.8,0.3575,296,565,0,41.43,Kepler,Transit
Kepler-876 b,Kepler-876,b,2016,5.14,1.43,57243,35571,2.6,0.8966,650,1202,0,152.75,Kepler,Transit
Kepler-877 b,Kepler-877,b,2016,18.46,2.12,84864,52735,5.1,0.5372,359,678,0,37.81,Kepler,Transit
Kepler-878 b,Kepler-878,b,2016,25.94,1.93,77258,48009,4.4,0.608,228,442,0,27.01,Kepler,Transit
Kepler-879 b,Kepler-879,b,2016,33.39,2.57,102878,63929,7.1,0.4192,307,585,0,29.13,Kepler,Transit
Kepler-88 d,KOI-142,d,2020,1403,13.1,524395,325864,965.1,0.4283,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-880 b,Kepler-880,b,2016,7.71,2.66,106480,66168,7.6,0.4011,1349,2460,0,586.17,Kepler,Transit
Kepler-881 b,Kepler-881,b,2016,4.44,1.78,71254,44278,3.8,0.6751,944,1731,0,538.57,Kepler,Transit
Kepler-882 b,Kepler-882,b,2016,3.99,1.23,49237,30596,2,1.0926,630,1166,0,259.03,Kepler,Transit
Kepler-883 b,Kepler-883,b,2016,12.98,1.78,71254,44278,3.8,0.6751,545,1013,0,163.05,Kepler,Transit
Kepler-884 b,Kepler-884,b,2016,5.7,1.23,49237,30596,2,1.0926,691,1276,0,204.18,Kepler,Transit
Kepler-885 b,Kepler-885,b,2016,18.11,2.5,100075,62188,6.8,0.4338,557,1035,0,124.65,Kepler,Transit
Kepler-886 b,Kepler-886,b,2016,6.24,1.52,60846,37810,2.9,0.8294,838,1540,0,231.43,Kepler,Transit
Kepler-887 b,Kepler-887,b,2016,20.42,1.84,73656,45770,4,0.6461,512,954,0,109.84,Kepler,Transit
Kepler-887 c,Kepler-887,c,2016,7.64,1.13,45234,28109,1.5,1.0436,816,1501,0,407.98,Kepler,Transit
Kepler-888 b,Kepler-888,b,2016,70.7,1.76,70453,43780,3.8,0.686,144,291,0,7.85,Kepler,Transit
Kepler-889 b,Kepler-889,b,2016,3.74,1.09,43633,27114,1.3,1.0163,1055,1931,0,954.59,Kepler,Transit
Kepler-890 b,Kepler-890,b,2016,52.76,8.89,355868,221140,58.6,0.0831,267,513,0,30.23,Kepler,Transit
Kepler-891 b,Kepler-891,b,2016,53.45,6.41,256593,159450,33.6,0.1272,213,415,0,44.33,Kepler,Transit
Kepler-892 b,Kepler-892,b,2016,13.75,2.81,112485,69899,8.3,0.3739,283,541,0,18.2,Kepler,Transit
Kepler-893 b,Kepler-893,b,2016,6.34,3.03,121291,75372,9.4,0.3376,761,1402,0,266.27,Kepler,Transit
Kepler-894 b,Kepler-894,b,2016,9.8,2.78,111284,69153,8.2,0.3775,623,1153,0,119.88,Kepler,Transit
Kepler-895 b,Kepler-895,b,2016,2.81,1.54,61646,38308,3,0.8167,498,928,0,106.58,Kepler,Transit
Kepler-896 b,Kepler-896,b,2016,144.55,2.53,101276,62934,6.9,0.4265,30,86,0,1.99,Kepler,Transit
Kepler-897 b,Kepler-897,b,2016,8.05,2.39,95672,59452,6.3,0.461,582,1080,0,354.22,Kepler,Transit
Kepler-898 b,Kepler-898,b,2016,5.87,1.49,59645,37064,2.8,0.853,343,649,0,37.11,Kepler,Transit
Kepler-899 b,Kepler-899,b,2016,19.18,2.68,107281,66665,7.6,0.3956,367,693,0,62.2,Kepler,Transit
Kepler-9 b,Kepler-9,b,2010,19.24,8.29,331850,206215,43.4,0.0762,388,730,0,48.23,Kepler,Transit
Kepler-9 c,Kepler-9,c,2010,38.99,8.08,323444,200991,29.9,0.0563,250,482,0,18.9,Kepler,Transit
Kepler-9 d,Kepler-9,d,2010,1.59,1.64,65649,40795,3.3,0.7532,1753,3187,0,1339.66,Kepler,Transit
Kepler-90 i,KOI-351,i,2017,14.45,1.32,52840,32835,2.3,0.9982,436,817,0,,Kepler,Transit
Kepler-900 b,Kepler-900,b,2016,6.99,2.08,83263,51740,5,0.5517,443,829,0,54.11,Kepler,Transit
Kepler-901 b,Kepler-901,b,2016,3.52,1.37,54841,34079,2.4,0.951,431,808,0,68.72,Kepler,Transit
Kepler-902 b,Kepler-902,b,2016,40.11,2.54,101677,63183,7,0.4247,283,541,0,24.88,Kepler,Transit
Kepler-903 b,Kepler-903,b,2016,10.35,2.01,80461,49999,4.7,0.5771,569,1056,0,274.85,Kepler,Transit
Kepler-903 c,Kepler-903,c,2016,62.92,2.53,101276,62934,6.9,0.4265,189,372,0,24.79,Kepler,Transit
Kepler-904 b,Kepler-904,b,2016,3.02,1.77,70853,44029,3.8,0.6806,1059,1938,0,875.42,Kepler,Transit
Kepler-905 b,Kepler-905,b,2016,5.08,1.41,56443,35074,2.6,0.9147,655,1211,0,185.77,Kepler,Transit
Kepler-906 b,Kepler-906,b,2016,41.7,2.11,84464,52487,5.1,0.5408,264,507,0,21.99,Kepler,Transit
Kepler-907 b,Kepler-907,b,2016,15.87,1.2,48036,29850,1.9,1.0799,606,1123,0,137.66,Kepler,Transit
Kepler-908 b,Kepler-908,b,2016,1.34,1.22,48837,30348,2,1.0871,1510,2750,0,3304.1,Kepler,Transit
Kepler-909 b,Kepler-909,b,2016,13.93,1.47,58844,36566,2.8,0.8657,579,1074,0,127.24,Kepler,Transit
Kepler-91 b,Kepler-91,b,2013,6.25,15.323,613382,381162,257.4,0.0726,1767,3213,0,3273.32,Kepler,Transit
Kepler-910 b,Kepler-910,b,2016,2.36,0.82,32825,20398,0.5,0.8621,1479,2694,0,2108.07,Kepler,Transit
Kepler-911 b,Kepler-911,b,2016,20.31,2.6,104078,64675,7.3,0.412,658,1216,0,198.72,Kepler,Transit
Kepler-912 b,Kepler-912,b,2016,2.53,2.8,112084,69650,8.2,0.3757,945,1733,0,519.95,Kepler,Transit
Kepler-913 b,Kepler-913,b,2016,10.3,2.06,82462,51243,4.9,0.559,856,1573,0,58.9,Kepler,Transit
Kepler-914 b,Kepler-914,b,2016,4.41,1.38,55242,34328,2.5,0.9419,919,1686,0,568.38,Kepler,Transit
Kepler-915 b,Kepler-915,b,2016,4.59,1.5,60045,37313,2.9,0.8457,1046,1915,0,844.75,Kepler,Transit
Kepler-916 b,Kepler-916,b,2016,32.3,1.76,70453,43780,3.8,0.686,230,446,0,14.68,Kepler,Transit
Kepler-917 b,Kepler-917,b,2016,2.97,1.91,76458,47511,4.3,0.6171,718,1324,0,228.11,Kepler,Transit
Kepler-918 b,Kepler-918,b,2016,4.85,1.74,69653,43283,3.7,0.6969,779,1434,0,258.7,Kepler,Transit
Kepler-919 b,Kepler-919,b,2016,11.05,2.25,90068,55969,5.7,0.4973,596,1105,0,153.91,Kepler,Transit
Kepler-92 b,Kepler-92,b,2013,13.75,3.51,140506,87312,64.3,1.4828,702,1296,0,257.78,Kepler,Transit
Kepler-92 c,Kepler-92,c,2013,26.72,2.6,104078,64675,6.1,0.3466,508,946,0,106.21,Kepler,Transit
Kepler-92 d,Kepler-92,d,2015,49.36,2.067,82742,51417,4.9,0.5572,364,687,0,46.84,Kepler,Transit
Kepler-920 b,Kepler-920,b,2016,6.53,2.42,96873,60198,6.4,0.4537,634,1173,0,153.14,Kepler,Transit
Kepler-920 c,Kepler-920,c,2016,100.83,3.8,152115,94525,13.8,0.2505,91,196,0,3.99,Kepler,Transit
Kepler-921 b,Kepler-921,b,2016,51.3,2.87,114887,71392,8.6,0.363,219,426,0,15.01,Kepler,Transit
Kepler-922 b,Kepler-922,b,2016,0.94,1.42,56843,35323,2.6,0.9056,1603,2917,0,2142.63,Kepler,Transit
Kepler-923 b,Kepler-923,b,2016,6.93,1.38,55242,34328,2.5,0.9419,831,1528,0,390.64,Kepler,Transit
Kepler-924 b,Kepler-924,b,2016,61.04,3.07,122893,76367,9.6,0.3321,337,639,0,20,Kepler,Transit
Kepler-925 b,Kepler-925,b,2016,33.87,2.34,93671,58208,6.1,0.4737,121,250,0,5.83,Kepler,Transit
Kepler-926 b,Kepler-926,b,2016,52.07,2.31,92470,57462,6,0.4809,251,484,0,17.88,Kepler,Transit
Kepler-927 b,Kepler-927,b,2016,9.11,1.72,68852,42785,3.6,0.7078,633,1171,0,129.53,Kepler,Transit
Kepler-928 b,Kepler-928,b,2016,3.93,1.59,63648,39551,3.2,0.7822,621,1150,0,111.11,Kepler,Transit
Kepler-929 b,Kepler-929,b,2016,0.92,1.11,44433,27611,1.4,1.029,2089,3792,0,8159.93,Kepler,Transit
Kepler-93 b,Kepler-93,b,2014,4.73,1.569,62807,39029,3.2,0.2998,764,1407,0,283.74,Kepler,Transit
Kepler-93 c,Kepler-93,c,2014,1460,,0,0,954,,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-930 b,Kepler-930,b,2016,71.45,2.13,85264,52984,5.2,0.5354,288,550,0,16.85,Kepler,Transit
Kepler-931 b,Kepler-931,b,2016,8.04,1.33,53240,33084,2.3,0.9873,471,880,0,72.44,Kepler,Transit
Kepler-932 b,Kepler-932,b,2016,1.92,1.37,54841,34079,2.4,0.951,1003,1837,0,562.22,Kepler,Transit
Kepler-933 b,Kepler-933,b,2016,14.2,2.46,98474,61193,6.6,0.4428,329,624,0,61.32,Kepler,Transit
Kepler-934 b,Kepler-934,b,2016,55.67,2.09,83663,51989,5,0.5481,111,232,0,4.72,Kepler,Transit
Kepler-935 b,Kepler-935,b,2016,4.88,1.35,54041,33581,2.4,0.9691,606,1123,0,94.61,Kepler,Transit
Kepler-936 b,Kepler-936,b,2016,10.56,1.45,58044,36069,2.7,0.8838,594,1101,0,133.56,Kepler,Transit
Kepler-937 b,Kepler-937,b,2016,67.67,3.72,148912,92535,13.4,0.2595,222,432,0,20.63,Kepler,Transit
Kepler-937 c,Kepler-937,c,2016,153.34,2.67,106881,66417,7.6,0.3993,104,219,0,6.93,Kepler,Transit
Kepler-938 b,Kepler-938,b,2016,52.63,2.22,88867,55223,5.6,0.5064,271,520,0,8.57,Kepler,Transit
Kepler-939 b,Kepler-939,b,2016,14.88,1.75,70053,43531,3.7,0.6897,419,786,0,54.19,Kepler,Transit
Kepler-94 b,Kepler-94,b,2014,2.51,3.51,140506,87312,10.8,0.2632,724,1335,0,216.09,Kepler,Transit
Kepler-94 c,Kepler-94,c,2014,820.3,12.5,500377,310939,3126,1.5953,,,0,,W. M. Keck Observatory,Radial Velocity
Kepler-940 b,Kepler-940,b,2016,59.62,3.34,133701,83083,11.1,0.2976,213,415,0,10.52,Kepler,Transit
Kepler-941 b,Kepler-941,b,2016,17.42,3.08,123293,76615,9.7,0.3303,449,840,0,47.03,Kepler,Transit
Kepler-942 b,Kepler-942,b,2016,44.96,2.13,85264,52984,5.2,0.5354,106,223,0,4.96,Kepler,Transit
Kepler-943 b,Kepler-943,b,2016,49.77,5.93,237379,147510,29.5,0.141,182,360,0,10.16,Kepler,Transit
Kepler-944 b,Kepler-944,b,2016,43.32,2.63,105279,65422,7.4,0.4065,186,367,0,20.17,Kepler,Transit
Kepler-945 b,Kepler-945,b,2016,31,2.63,105279,65422,7.4,0.4065,343,649,0,31.7,Kepler,Transit
