name,host_star,ltr,disc_year,orb_period_ed,radius_e,circumference_k,circumference_m,mass_e,density_e,solar_flux,habit_code,habzone,temp_c,temp_f,temp_class,type,disc_facility,disc_method,star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-499 b,Kepler-499,b,2016,5.63,2.17,"86,865","53,979",5.4,0.5227,148.46,0.0,0.0,571.0,1060.0,Hot,Superterran,Kepler,Transit,Kepler-499,,5312.0,0.83,0.87,-0.27899999999999997,4.55,4.57,3.7139300000000004,10.383230000000001,77.23264,556.726,1,1,0
Kepler-5 b,Kepler-5,b,2009,3.55,15.984000000000002,"639,842","397,604",670.9,0.0726,1822.76,0.0,0.0,1477.0,2691.0,Hot,Jovian,Kepler,Transit,Kepler-5,,6297.0,1.79,1.37,0.652,3.96,2.88,0.39897,7.7426710000000005,78.86641,899.7769999999999,1,1,0
Kepler-50 b,Kepler-50,b,2012,7.81,1.71,"68,452","42,536",3.6,0.7114,494.7,0.0,0.0,923.0,1693.0,Hot,Superterran,Kepler,Transit,Kepler-50,,6225.0,1.58,1.24,0.536,4.13,3.8,0.441,17.29267,80.87006,250.11,1,2,0
Kepler-50 c,Kepler-50,c,2012,9.38,2.17,"86,865","53,979",5.4,0.5227,388.44,0.0,0.0,852.0,1566.0,Hot,Superterran,Kepler,Transit,Kepler-50,,6225.0,1.58,1.24,0.536,4.13,3.8,0.441,17.29267,80.87006,250.11,1,2,0
Kepler-500 b,Kepler-500,b,2016,8.51,2.58,"103,278","64,178",7.2,0.4174,193.68,0.0,0.0,636.0,1177.0,Hot,Neptunian,Kepler,Transit,Kepler-500,,5813.0,1.03,1.02,0.11599999999999999,4.42,4.37,1.7906799999999998,9.818574,77.46639,807.48,1,1,0
Kepler-501 b,Kepler-501,b,2016,5.64,4.3,"172,130","106,963",17.1,0.2142,324.86,0.0,0.0,852.0,1566.0,Hot,Neptunian,Kepler,Transit,Kepler-501,,5904.0,1.04,1.03,0.21600000000000003,4.42,3.31,2.3125299999999998,7.989277,76.03586,1125.24,1,1,0
Kepler-502 b,Kepler-502,b,2016,4.29,4.77,"190,944","118,654",20.4,0.1869,859.51,0.0,0.0,944.0,1731.0,Hot,Neptunian,Kepler,Transit,Kepler-502,,6125.0,1.22,1.15,0.349,4.33,3.09,0.21100000000000002,12.95562,75.85537,1591.04,1,1,0
Kepler-504 b,Kepler-504,b,2016,9.55,1.59,"63,648","39,551",3.2,0.7822,5.99,0.0,0.0,101.0,214.0,Hot,Superterran,Kepler,Transit,Kepler-504,,3519.0,0.33,0.33,-1.577,4.94,4.17,7.93023,17.79395,76.09156999999999,99.0688,2,1,0
Kepler-505 b,Kepler-505,b,2016,27.52,2.6,"104,078","64,675",7.3,0.412,3.64,0.0,0.0,41.0,106.0,Hot,Neptunian,Kepler,Transit,Kepler-505,,3931.0,0.53,0.55,-1.079,4.73,3.16,3.26885,14.54701,73.61899,283.41,1,1,0
Kepler-506 b,Kepler-506,b,2016,6.88,2.73,"109,282","67,909",7.9,0.3866,330.55,0.0,0.0,807.0,1485.0,Hot,Neptunian,Kepler,Transit,Kepler-506,,6236.0,1.19,1.19,0.28800000000000003,4.36,1.74,0.8723799999999999,16.05526,70.90579,228.43900000000002,1,1,0
Kepler-507 b,Kepler-507,b,2016,3.57,1.3,"52,039","32,338",2.2,1.0163,877.33,0.0,0.0,1134.0,2073.0,Hot,Terran,Kepler,Transit,Kepler-507,,6113.0,1.32,1.16,0.326,4.26,3.8,0.64445,12.27716,83.70421999999999,391.644,1,1,0
Kepler-508 b,Kepler-508,b,2016,25.31,1.64,"65,649","40,795",3.3,0.7532,60.37,0.0,0.0,437.0,819.0,Hot,Superterran,Kepler,Transit,Kepler-508,,6025.0,1.25,1.16,0.289,4.3,3.55,0.9526,9.75597,76.49733,324.618,1,1,0
Kepler-509 b,Kepler-509,b,2016,41.75,2.49,"99,675","61,939",6.8,0.4374,28.48,0.0,0.0,311.0,592.0,Hot,Superterran,Kepler,Transit,Kepler-509,,6060.0,1.2,1.1,0.233,4.32,4.27,0.84757,15.843179999999998,79.99861999999999,332.44300000000004,1,1,0
Kepler-51 b,Kepler-51,b,2012,45.15,7.1,"284,214","176,613",2.1,0.0054,10.12,0.0,0.0,270.0,518.0,Hot,Jovian,Kepler,Transit,Kepler-51,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,1,3,0
Kepler-51 c,Kepler-51,c,2012,85.31,9.0,"360,272","223,876",4.0,0.0054,4.33,0.0,0.0,166.0,331.0,Hot,Jovian,Kepler,Transit,Kepler-51,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,1,3,0
Kepler-51 d,Kepler-51,d,2014,130.19,9.7,"388,293","241,289",7.6,0.0083,2.47,0.0,0.0,108.0,226.0,Hot,Jovian,Kepler,Transit,Kepler-51,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,1,3,0
Kepler-510 b,Kepler-510,b,2016,19.56,2.47,"98,875","61,442",6.7,0.441,114.39,0.0,0.0,524.0,975.0,Hot,Superterran,Kepler,Transit,Kepler-510,,5746.0,1.41,0.91,0.332,4.09,10.47,0.16971,13.346910000000001,70.44936,386.17699999999996,1,1,0
Kepler-511 b,Kepler-511,b,2016,296.64,6.35,"254,192","157,957",33.1,0.1289,4.21,0.0,0.0,59.0,138.0,Hot,Jovian,Kepler,Transit,Kepler-511,,5770.0,1.2,1.0,0.498,4.28,7.94,0.64141,19.61422,77.19175,651.999,1,1,0
Kepler-512 b,Kepler-512,b,2016,34.44,2.69,"107,681","66,914",7.7,0.3938,32.33,0.0,0.0,379.0,714.0,Hot,Neptunian,Kepler,Transit,Kepler-512,,5997.0,1.3,1.17,0.21600000000000003,4.28,3.72,1.54311,10.85322,82.76100000000001,467.375,1,1,0
Kepler-513 b,Kepler-513,b,2016,28.86,2.2,"88,066","54,725",5.5,0.5136,36.53,0.0,0.0,350.0,662.0,Hot,Superterran,Kepler,Transit,Kepler-513,,5849.0,1.06,1.02,0.079,4.39,5.5,1.26216,19.14378,80.17765,468.25800000000004,1,1,0
Kepler-514 b,Kepler-514,b,2016,5.65,1.72,"68,852","42,785",3.6,0.7078,506.41,0.0,0.0,975.0,1787.0,Hot,Superterran,Kepler,Transit,Kepler-514,,6106.0,1.44,1.28,0.353,4.23,2.69,0.58348,18.475939999999998,80.62375,455.336,2,1,0
Kepler-515 b,Kepler-515,b,2016,19.96,1.46,"58,444","36,318",2.7,0.8748,47.97,0.0,0.0,291.0,556.0,Hot,Terran,Kepler,Transit,Kepler-515,,5293.0,0.83,0.9,-0.312,4.55,3.39,1.64935,16.67181,83.42371999999999,,2,1,0
Kepler-516 b,Kepler-516,b,2016,24.85,5.74,"229,773","142,783",27.9,0.1472,174.58,0.0,0.0,822.0,1512.0,Hot,Neptunian,Kepler,Transit,Kepler-516,,7099.0,2.02,1.62,0.7979999999999999,4.04,1.32,0.18673,7.591922,72.79875,687.0939999999999,1,1,0
Kepler-517 b,Kepler-517,b,2016,60.93,2.67,"106,881","66,417",7.6,0.3993,10.55,0.0,0.0,194.0,381.0,Hot,Neptunian,Kepler,Transit,Kepler-517,,5690.0,0.98,0.95,-0.019,4.43,6.31,2.11091,10.10458,74.37638000000001,289.907,2,1,0
Kepler-518 b,Kepler-518,b,2016,8.51,2.11,"84,464","52,487",5.1,0.5408,133.32,0.0,0.0,566.0,1051.0,Hot,Superterran,Kepler,Transit,Kepler-518,,5842.0,0.88,0.96,-0.04,4.53,1.35,2.1236099999999998,14.603229999999998,72.27613000000001,337.901,1,1,0
Kepler-519 b,Kepler-519,b,2016,24.31,2.1,"84,063","52,238",5.1,0.5445,19.87,0.0,0.0,259.0,498.0,Hot,Superterran,Kepler,Transit,Kepler-519,,5260.0,0.8,0.89,-0.335,4.58,1.91,2.35108,6.4451160000000005,76.53659,246.61,2,1,0
Kepler-52 b,Kepler-52,b,2012,7.88,2.1,"84,063","52,238",2765.0,,22.72,0.0,0.0,280.0,536.0,,Jovian,Kepler,Transit,Kepler-52,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,8.09685,18.08719,80.47825999999999,321.54200000000003,1,3,0
Kepler-52 c,Kepler-52,c,2012,16.39,1.84,"73,656","45,770",3308.4,,8.55,0.0,0.0,160.0,320.0,,Jovian,Kepler,Transit,Kepler-52,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,8.09685,18.08719,80.47825999999999,321.54200000000003,1,3,0
Kepler-52 d,Kepler-52,d,2014,36.45,1.95,"78,059","48,507",4.5,0.6007,2.94,0.0,0.0,59.0,138.0,Hot,Superterran,Kepler,Transit,Kepler-52,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,8.09685,18.08719,80.47825999999999,321.54200000000003,1,3,0
Kepler-520 b,Kepler-520,b,2016,19.67,1.66,"66,450","41,293",3.4,0.7387,59.77,0.0,0.0,438.0,820.0,Hot,Superterran,Kepler,Transit,Kepler-520,,6112.0,1.09,1.1,0.175,4.41,2.04,1.83122,10.58194,74.49542,623.901,1,2,0
Kepler-520 c,Kepler-520,c,2016,5.21,1.07,"42,832","26,616",1.2,1.0091,351.69,0.0,0.0,834.0,1533.0,Hot,Terran,Kepler,Transit,Kepler-520,,6112.0,1.09,1.1,0.175,4.41,2.04,1.83122,10.58194,74.49542,623.901,1,2,0
Kepler-521 b,Kepler-521,b,2016,22.21,3.18,"127,296","79,103",10.2,0.3158,160.61,0.0,0.0,530.0,986.0,Hot,Neptunian,Kepler,Transit,Kepler-521,,6406.0,1.46,1.34,0.6709999999999999,4.24,1.78,0.48567,8.090361999999999,78.61725,830.638,1,1,0
Kepler-522 b,Kepler-522,b,2016,38.58,6.91,"276,608","171,887",38.2,0.1154,63.85,0.0,0.0,488.0,910.0,Hot,Jovian,Kepler,Transit,Kepler-522,,6392.0,1.98,1.54,0.655,4.04,1.7,0.32134,14.95974,75.15465,639.239,1,1,0
Kepler-523 b,Kepler-523,b,2016,5.84,1.96,"78,459","48,755",4.5,0.5953,149.13,0.0,0.0,611.0,1132.0,Hot,Superterran,Kepler,Transit,Kepler-523,,5515.0,0.86,0.93,-0.28,4.54,2.45,2.36312,18.19117,75.41036,253.295,1,1,0
Kepler-524 b,Kepler-524,b,2016,7.97,1.91,"76,458","47,511",4.3,0.6171,434.24,0.0,0.0,701.0,1294.0,Hot,Superterran,Kepler,Transit,Kepler-524,,6014.0,1.1,1.09,0.439,4.39,3.02,0.45853,11.781989999999999,82.52934,1058.24,1,2,0
Kepler-524 c,Kepler-524,c,2016,1.89,0.96,"38,429","23,880",0.8,0.9474,2959.34,0.0,0.0,1301.0,2374.0,Hot,Terran,Kepler,Transit,Kepler-524,,6014.0,1.1,1.09,0.439,4.39,3.02,0.45853,11.781989999999999,82.52934,1058.24,1,2,0
Kepler-525 b,Kepler-525,b,2016,18.68,2.63,"105,279","65,422",7.4,0.4065,176.23,0.0,0.0,559.0,1038.0,Hot,Neptunian,Kepler,Transit,Kepler-525,,5573.0,1.15,0.95,0.525,4.29,10.47,0.1601,11.33165,80.6889,992.852,1,1,0
Kepler-526 b,Kepler-526,b,2016,5.46,1.99,"79,660","49,502",4.6,0.5844,584.35,0.0,0.0,826.0,1519.0,Hot,Superterran,Kepler,Transit,Kepler-526,,5894.0,1.14,1.15,0.35100000000000003,4.38,2.14,0.40778000000000003,10.47583,81.20465,666.1460000000001,1,1,0
Kepler-527 b,Kepler-527,b,2016,13.29,2.84,"113,686","70,645",8.4,0.3684,147.05,0.0,0.0,884.0,1623.0,Hot,Neptunian,Kepler,Transit,Kepler-527,,6388.0,1.45,1.28,0.32299999999999995,4.22,2.4,0.49083999999999994,14.52651,79.1295,750.04,1,1,0
Kepler-528 b,Kepler-528,b,2016,19.78,2.08,"83,263","51,740",5.0,0.5517,68.97,0.0,0.0,435.0,815.0,Hot,Superterran,Kepler,Transit,Kepler-528,,5807.0,1.06,1.01,0.158,4.39,5.5,1.06272,11.810789999999999,80.88054,784.23,1,1,0
Kepler-529 b,Kepler-529,b,2016,1.98,1.86,"74,456","46,268",4.1,0.6388,1808.41,0.0,0.0,1389.0,2532.0,Hot,Superterran,Kepler,Transit,Kepler-529,,6087.0,1.14,1.07,0.207,4.35,3.98,1.10938,17.85951,78.21115999999999,799.008,1,2,0
Kepler-529 c,Kepler-529,c,2016,12.83,2.0,"80,060","49,750",4.7,0.5808,149.42,0.0,0.0,618.0,1144.0,Hot,Superterran,Kepler,Transit,Kepler-529,,6087.0,1.14,1.07,0.207,4.35,3.98,1.10938,17.85951,78.21115999999999,799.008,1,2,0
Kepler-53 b,Kepler-53,b,2012,18.65,2.89,"115,687","71,889",5851.0,,61.0,0.0,0.0,428.0,802.0,Hot,Jovian,Kepler,Transit,Kepler-53,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,1.97596,11.95054,72.6048,1366.07,1,3,0
Kepler-53 c,Kepler-53,c,2012,38.56,3.17,"126,896","78,854",5002.4,,23.18,0.0,0.0,277.0,531.0,Hot,Jovian,Kepler,Transit,Kepler-53,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,1.97596,11.95054,72.6048,1366.07,1,3,0
Kepler-53 d,Kepler-53,d,2014,9.75,2.12,"84,864","52,735",5.1,0.5372,144.85,0.0,0.0,597.0,1107.0,Hot,Superterran,Kepler,Transit,Kepler-53,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,1.97596,11.95054,72.6048,1366.07,1,3,0
Kepler-530 b,Kepler-530,b,2016,39.31,3.01,"120,491","74,874",9.3,0.3412,14.24,0.0,0.0,215.0,419.0,Hot,Neptunian,Kepler,Transit,Kepler-530,,5697.0,0.89,0.97,-0.132,4.53,1.78,1.8866,19.68364,78.26080999999999,457.709,2,1,0
Kepler-531 b,Kepler-531,b,2016,29.88,2.78,"111,284","69,153",8.2,0.3775,10.01,0.0,0.0,180.0,356.0,Hot,Neptunian,Kepler,Transit,Kepler-531,,4893.0,0.75,0.78,-0.552,4.58,7.76,2.37735,17.75301,79.15835,252.762,1,1,0
Kepler-532 b,Kepler-532,b,2016,12.92,2.57,"102,878","63,929",7.1,0.4192,34.09,0.0,0.0,347.0,657.0,Hot,Neptunian,Kepler,Transit,Kepler-532,,5192.0,0.79,0.87,-0.45799999999999996,4.58,2.0,2.50395,10.47606,82.61413,312.798,1,1,0
Kepler-533 b,Kepler-533,b,2016,28.51,3.38,"135,302","84,078",11.4,0.294,8.77,0.0,0.0,150.0,302.0,Hot,Neptunian,Kepler,Transit,Kepler-533,,4758.0,0.72,0.78,-0.62,4.61,3.24,1.02209,13.483429999999998,81.25191,302.955,1,1,0
Kepler-534 b,Kepler-534,b,2016,15.96,2.24,"89,668","55,720",5.6,0.5009,63.95,0.0,0.0,448.0,838.0,Hot,Superterran,Kepler,Transit,Kepler-534,,5884.0,0.98,1.05,0.147,4.48,1.58,1.7083,12.21261,82.73353,570.659,1,1,0
Kepler-535 b,Kepler-535,b,2016,4.9,2.36,"94,471","58,705",6.2,0.4682,601.89,0.0,0.0,974.0,1785.0,Hot,Superterran,Kepler,Transit,Kepler-535,,6123.0,1.27,1.18,0.341,4.3,3.24,0.61988,12.20042,82.92063,685.5989999999999,1,1,0
Kepler-536 b,Kepler-536,b,2016,1.83,3.1,"124,094","77,113",9.8,0.3285,892.81,0.0,0.0,1604.0,2919.0,Hot,Neptunian,Kepler,Transit,Kepler-536,,5524.0,0.89,0.92,-0.214,4.51,4.79,2.2739599999999998,11.50533,83.2331,462.32199999999995,1,1,0
Kepler-537 b,Kepler-537,b,2016,3.25,1.41,"56,443","35,074",2.6,0.9147,442.52,0.0,0.0,908.0,1666.0,Hot,Terran,Kepler,Transit,Kepler-537,,5763.0,0.99,1.07,-0.039,4.47,1.45,1.46831,16.72009,82.5205,439.4,1,1,0
Kepler-538 b,Kepler-538,b,2016,81.74,2.215,"88,667","55,098",10.6,0.98,2.99,0.0,0.0,107.0,225.0,Hot,Superterran,Kepler,Transit,Kepler-538,,5547.0,0.87,0.89,-0.179,4.51,5.3,1.902,11.64076,83.14197,155.95600000000002,2,1,0
Kepler-539 b,Kepler-539,b,2016,125.63,8.373,"335,173","208,279",308.3,0.5263,3.68,0.0,0.0,115.0,239.0,Hot,Jovian,Kepler,Transit,Kepler-539,G2 V,5820.0,0.95,1.05,-0.027999999999999997,4.5,0.91,1.713,6.818044,76.87805999999999,307.318,1,2,0
Kepler-539 c,Kepler-539,c,2016,1000.0,13.3,"532,401","330,839",762.8,0.323,,0.0,0.0,-20.0,-4.0,Cold,Jovian,Kepler,Transit Timing Variations,Kepler-539,G2 V,5820.0,0.95,1.05,-0.027999999999999997,4.5,0.91,1.713,6.818044,76.87805999999999,307.318,1,2,0
Kepler-54 b,Kepler-54,b,2012,8.01,2.1,"84,063","52,238",292.4,,12.36,0.0,0.0,180.0,356.0,,Jovian,Kepler,Transit,Kepler-54,M1 V,3705.0,0.5,0.51,-1.301,4.75,13.8,0.18002,10.19813,76.34493,271.70099999999996,1,3,0
Kepler-54 c,Kepler-54,c,2012,12.07,1.23,"49,237","30,596",117.6,,3.07,0.0,0.0,122.0,252.0,,Jovian,Kepler,Transit,Kepler-54,M1 V,3705.0,0.5,0.51,-1.301,4.75,13.8,0.18002,10.19813,76.34493,271.70099999999996,1,3,0
Kepler-54 d,Kepler-54,d,2014,21.0,1.53,"61,246","38,059",3.0,0.824,3.42,0.0,0.0,55.0,131.0,Hot,Superterran,Kepler,Transit,Kepler-54,M1 V,3705.0,0.5,0.51,-1.301,4.75,13.8,0.18002,10.19813,76.34493,271.70099999999996,1,3,0
Kepler-540 b,Kepler-540,b,2016,172.7,2.71,"108,482","67,412",7.8,0.3902,4.53,0.0,0.0,82.0,180.0,Hot,Neptunian,Kepler,Transit,Kepler-540,,5946.0,1.08,1.02,0.207,4.38,4.9,1.0687200000000001,13.679870000000001,76.65725,390.374,1,1,0
Kepler-541 b,Kepler-541,b,2016,5.08,3.36,"134,501","83,580",11.2,0.294,1452.9,0.0,0.0,1400.0,2552.0,Hot,Neptunian,Kepler,Transit,Kepler-541,,6166.0,2.06,1.41,0.755,3.96,3.09,0.16175,8.462127,72.00345,1060.68,1,1,0
Kepler-542 b,Kepler-542,b,2016,13.14,1.57,"62,847","39,054",3.1,0.7967,61.57,0.0,0.0,425.0,797.0,Hot,Superterran,Kepler,Transit,Kepler-542,,5526.0,0.9,0.93,-0.122,4.5,4.57,1.3140399999999999,9.846521000000001,71.3761,436.01599999999996,1,1,0
Kepler-543 b,Kepler-543,b,2016,13.9,2.5,"100,075","62,188",6.8,0.4338,23.08,0.0,0.0,248.0,478.0,Hot,Superterran,Kepler,Transit,Kepler-543,,4671.0,0.67,0.7,-0.643,4.63,5.75,2.8465,13.499360000000001,69.94856,221.80200000000002,1,1,0
Kepler-544 b,Kepler-544,b,2016,21.42,2.12,"84,864","52,735",5.1,0.5372,126.03,0.0,0.0,475.0,887.0,Hot,Superterran,Kepler,Transit,Kepler-544,,6206.0,1.22,1.16,0.529,4.33,2.63,0.49243000000000003,8.823783,72.48894,963.18,1,1,0
Kepler-545 b,Kepler-545,b,2016,13.25,2.69,"107,681","66,914",7.7,0.3938,101.14,0.0,0.0,533.0,991.0,Hot,Neptunian,Kepler,Transit,Kepler-545,,5882.0,1.07,1.04,0.107,4.39,4.47,1.11904,11.935080000000001,72.75931,818.0010000000001,1,1,0
Kepler-546 b,Kepler-546,b,2016,4.15,7.0,"280,211","174,126",39.1,0.1136,690.13,0.0,0.0,985.0,1805.0,Hot,Jovian,Kepler,Transit,Kepler-546,,5967.0,1.15,1.11,0.271,4.36,3.31,1.7023400000000002,17.1232,70.7642,1019.65,1,1,0
Kepler-547 b,Kepler-547,b,2016,6.01,4.0,"160,121","99,501",15.1,0.2359,87.71,0.0,0.0,495.0,923.0,Hot,Neptunian,Kepler,Transit,Kepler-547,,4828.0,0.73,0.78,-0.555,4.61,2.88,4.148,16.41178,74.83203,378.972,1,1,0
Kepler-548 b,Kepler-548,b,2016,4.45,11.99,"479,962","298,253",,,237.03,0.0,0.0,744.0,1371.0,Hot,Jovian,Kepler,Transit,Kepler-548,,5535.0,0.9,0.93,-0.201,4.5,4.37,3.1656400000000002,8.153926,80.26890999999999,751.7760000000001,1,1,0
Kepler-549 b,Kepler-549,b,2016,42.95,2.57,"102,878","63,929",11.0,0.3448,9.55,0.0,0.0,214.0,417.0,Hot,Neptunian,Kepler,Transit,Kepler-549,,5360.0,0.84,0.88,-0.306,4.54,4.57,2.57485,19.46174,76.8956,635.145,1,2,0
Kepler-549 c,Kepler-549,c,2016,117.04,2.93,"117,288","72,884",8.9,0.3539,2.51,0.0,0.0,76.0,169.0,Hot,Neptunian,Kepler,Transit,Kepler-549,,5360.0,0.84,0.88,-0.306,4.54,4.57,2.57485,19.46174,76.8956,635.145,1,2,0
Kepler-55 b,Kepler-55,b,2012,27.95,2.43,"97,273","60,447",473.6,,6.64,0.0,0.0,127.0,261.0,,Jovian,Kepler,Transit,Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-55 c,Kepler-55,c,2012,42.15,2.21,"88,467","54,974",352.8,,3.84,0.0,0.0,76.0,169.0,,Jovian,Kepler,Transit,Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-55 d,Kepler-55,d,2014,2.21,1.59,"63,648","39,551",3.2,0.7822,195.0,0.0,0.0,658.0,1216.0,Hot,Superterran,Kepler,Transit,Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-55 e,Kepler-55,e,2014,4.62,1.55,"62,047","38,556",3.0,0.8094,73.16,0.0,0.0,455.0,851.0,Hot,Superterran,Kepler,Transit,Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-55 f,Kepler-55,f,2014,10.2,1.59,"63,648","39,551",3.2,0.7822,25.44,0.0,0.0,286.0,547.0,Hot,Superterran,Kepler,Transit,Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-550 b,Kepler-550,b,2016,8.6,4.42,"176,933","109,948",17.9,0.2069,77.26,0.0,0.0,487.0,909.0,Hot,Neptunian,Kepler,Transit,Kepler-550,,5322.0,0.83,0.87,-0.384,4.55,4.68,1.28385,10.67287,81.63721,531.944,1,1,0
Kepler-551 b,Kepler-551,b,2016,12.38,2.73,"109,282","67,909",7.9,0.3866,14.39,0.0,0.0,210.0,410.0,Hot,Neptunian,Kepler,Transit,Kepler-551,,4286.0,0.63,0.65,-0.895,4.66,3.8,4.18804,18.173779999999997,78.28124,311.175,1,1,0
Kepler-552 b,Kepler-552,b,2016,5.26,3.95,"158,119","98,257",14.8,0.2396,358.99,0.0,0.0,830.0,1526.0,Hot,Neptunian,Kepler,Transit,Kepler-552,,5863.0,1.04,1.03,0.063,4.42,3.89,0.78445,14.999,79.85717,843.689,1,1,0
Kepler-553 b,Kepler-553,b,2016,4.03,4.63,"185,340","115,172",19.4,0.1942,210.01,0.0,0.0,697.0,1287.0,Hot,Neptunian,Kepler,Transit,Kepler-553,,5266.0,0.85,0.92,-0.261,4.55,2.88,1.83916,10.40504,82.33504,728.525,1,2,0
Kepler-553 c,Kepler-553,c,2016,328.24,11.2,"448,338","278,601",,,0.6,0.0,2.0,-49.0,-56.0,Warm,Jovian,Kepler,Transit,Kepler-553,,5266.0,0.85,0.92,-0.261,4.55,2.88,1.83916,10.40504,82.33504,728.525,1,2,0
Kepler-554 b,Kepler-554,b,2016,1.9,4.29,"171,729","106,714",17.0,0.2142,877.95,0.0,0.0,1073.0,1963.0,Hot,Neptunian,Kepler,Transit,Kepler-554,,5447.0,0.92,0.93,-0.11800000000000001,4.49,5.62,1.7094200000000002,13.05982,84.38209,690.525,1,1,0
Kepler-555 b,Kepler-555,b,2016,16.22,2.83,"113,285","70,397",8.4,0.3702,129.37,0.0,0.0,391.0,736.0,Hot,Neptunian,Kepler,Transit,Kepler-555,,5894.0,1.04,1.03,0.264,4.42,3.89,1.04054,14.74063,69.46664,973.1210000000001,1,1,0
Kepler-556 b,Kepler-556,b,2016,11.72,2.24,"89,668","55,720",5.6,0.5009,81.64,0.0,0.0,493.0,919.0,Hot,Superterran,Kepler,Transit,Kepler-556,,5740.0,0.98,1.0,-0.048,4.46,4.17,1.43045,11.199060000000001,71.1391,674.5980000000001,1,1,0
Kepler-557 b,Kepler-557,b,2016,3.71,2.67,"106,881","66,417",7.6,0.3993,2885.66,0.0,0.0,1008.0,1846.0,Hot,Neptunian,Kepler,Transit,Kepler-557,,6068.0,1.16,1.11,0.728,4.35,3.24,0.1961,10.229560000000001,74.6765,2097.12,1,1,0
Kepler-558 b,Kepler-558,b,2016,29.01,2.37,"94,872","58,954",6.2,0.4646,15.23,0.0,0.0,225.0,437.0,Hot,Superterran,Kepler,Transit,Kepler-558,,5242.0,0.81,0.85,-0.384,4.56,4.47,2.3435200000000003,16.76282,72.78096,661.8760000000001,1,1,0
Kepler-559 b,Kepler-559,b,2016,17.59,3.61,"144,509","89,799",12.7,0.2686,42.54,0.0,0.0,433.0,811.0,Hot,Neptunian,Kepler,Transit,Kepler-559,,5630.0,0.95,0.96,-0.121,4.47,4.37,1.92199,9.360855,77.66269,776.7080000000001,1,1,0
Kepler-56 b,Kepler-56,b,2012,10.5,6.51,"260,596","161,937",22.1,0.0802,819.25,0.0,0.0,1105.0,2021.0,Hot,Jovian,Kepler,Transit,Kepler-56,,4840.0,4.23,1.32,0.9470000000000001,3.31,3.5,0.0246,10.31441,74.92563,912.9939999999999,1,3,0
Kepler-56 c,Kepler-56,c,2012,21.4,9.8,"392,296","243,776",181.0,0.1924,317.21,0.0,0.0,814.0,1497.0,Hot,Jovian,Kepler,Transit,Kepler-56,,4840.0,4.23,1.32,0.9470000000000001,3.31,3.5,0.0246,10.31441,74.92563,912.9939999999999,1,3,0
Kepler-56 d,Kepler-56,d,2016,1002.0,12.8,"512,386","318,402",1784.0,0.8475,,0.0,0.0,,,Hot,Jovian,Multiple Observatories,Radial Velocity,Kepler-56,,4840.0,4.23,1.32,0.9470000000000001,3.31,3.5,0.0246,10.31441,74.92563,912.9939999999999,1,3,0
Kepler-560 b,Kepler-560,b,2016,18.48,1.72,"68,852","42,785",3.6,3.412,2.46,0.0,0.0,25.0,77.0,Hot,Superterran,Kepler,Transit,Kepler-560,,3556.0,0.33,0.34,-1.7169999999999999,4.94,4.07,8.38608,7.756238000000001,80.01303,109.30799999999999,2,1,0
Kepler-561 b,Kepler-561,b,2016,58.36,6.96,"278,610","173,131",38.7,0.1145,7.57,0.0,0.0,173.0,343.0,Hot,Jovian,Kepler,Transit,Kepler-561,,5646.0,0.94,0.96,-0.18,4.48,4.27,2.4051400000000003,11.79364,77.85752,621.378,1,2,0
Kepler-561 c,Kepler-561,c,2016,5.35,2.68,"107,281","66,665",7.6,0.3956,183.17,0.0,0.0,716.0,1321.0,Hot,Neptunian,Kepler,Transit,Kepler-561,,5646.0,0.94,0.96,-0.18,4.48,4.27,2.4051400000000003,11.79364,77.85752,621.378,1,2,0
Kepler-562 b,Kepler-562,b,2016,18.01,5.21,"208,557","129,599",23.7,0.1672,67.44,0.0,0.0,385.0,725.0,Hot,Neptunian,Kepler,Transit,Kepler-562,,5575.0,0.9,0.93,0.016,4.5,4.57,0.9079799999999999,14.58259,77.81933000000001,992.7689999999999,1,1,0
