star,type,temp_k,radius_s,mass_s,bright,gravity,age,density,gal_lat,gal_long,distance,num_stars,num_planets,num_moons
Kepler-348,,6177.0,1.36,1.27,0.433,4.24,2.29,0.85967,7.371426,75.01846,570.783,1,2,0
Kepler-349,,5956.0,0.93,1.02,-0.006999999999999999,4.52,3.09,3.48156,11.616710000000001,77.38632,940.7239999999999,1,2,0
Kepler-35,,5606.0,1.03,0.89,-0.027000000000000003,4.36,,,12.043239999999999,79.54133,1819.17,2,1,0
Kepler-350,,6186.0,1.53,1.19,0.428,4.15,4.0,0.39737,15.112870000000001,70.17291,956.8589999999999,1,3,0
Kepler-351,,5643.0,0.85,0.81,-0.386,4.56,2.9,2.9335299999999997,15.5431,73.30631,1083.91,1,3,0
Kepler-352,,5212.0,0.78,0.83,-0.43200000000000005,4.57,3.47,3.24608,8.472071000000001,80.79768,252.733,1,2,0
Kepler-353,,3903.0,0.5,0.55,-1.187,4.75,3.39,3.40975,8.227312,75.93307,384.694,2,2,0
Kepler-354,,4648.0,0.67,0.65,-0.7140000000000001,4.63,13.8,0.7995,15.51244,71.83159,554.064,1,3,0
Kepler-355,,6184.0,1.07,0.99,0.195,4.44,3.72,0.69388,16.04526,73.2626,1432.17,1,2,0
Kepler-356,,6133.0,1.33,1.17,0.461,4.26,2.54,0.40888,9.307981,70.66924,707.559,1,2,0
Kepler-357,,5036.0,0.83,0.79,-0.556,4.5,13.8,2.0051,12.913219999999999,76.04463,688.573,1,3,0
Kepler-358,,5908.0,0.95,0.94,-0.138,4.5,0.4,16.05623,13.5173,80.61346999999999,1101.1,1,2,0
Kepler-359,,6248.0,1.09,1.14,-0.09699999999999999,4.43,3.02,1.12875,10.76967,75.05894,1443.21,1,3,0
Kepler-36,,5979.0,1.63,1.03,0.51,4.1,4.79,0.3508,15.10201,80.93281,527.956,1,2,0
Kepler-360,,6053.0,1.06,0.95,-0.132,4.42,3.4,2.29385,16.46655,75.29991,876.044,1,2,0
Kepler-361,,6169.0,1.34,1.17,0.45899999999999996,4.25,3.16,0.50575,10.66734,80.33807,930.32,1,2,0
Kepler-362,,5788.0,0.72,1.02,0.209,4.64,4.27,11.56076,14.07855,79.48281,1090.51,1,2,0
Kepler-363,,5593.0,1.49,1.1,0.365,4.15,5.25,0.30006,17.28356,71.05255,762.596,1,3,0
Kepler-364,,6108.0,1.28,1.19,0.35100000000000003,4.27,0.63,0.55965,20.4383,76.69685,891.462,1,2,0
Kepler-365,,6012.0,1.05,1.02,0.11199999999999999,4.43,4.0,2.59019,12.48143,82.11761,831.9960000000001,1,2,0
Kepler-366,,6209.0,1.05,1.06,0.573,4.45,0.3,1.0833,11.74957,82.45716999999999,1856.28,1,2,0
Kepler-367,,4710.0,0.69,0.68,-0.617,4.63,2.29,3.49879,11.9213,83.40313,188.02700000000002,1,2,0
Kepler-368,,5502.0,2.02,0.97,0.562,3.9,10.47,0.12675,13.09729,77.52244,770.9780000000001,1,2,0
Kepler-369,,3591.0,0.47,0.5,-1.42,4.79,4.17,4.32691,13.08735,80.40243000000001,,1,2,0
Kepler-37,,5417.0,0.79,0.87,-0.322,4.57,10.0,2.5,17.843320000000002,74.43715999999999,63.9207,1,4,0
Kepler-370,,5852.0,0.9,0.98,0.006,4.53,0.4,1.33901,10.942860000000001,73.51002,1167.94,1,2,0
Kepler-371,,5666.0,0.99,0.93,0.244,4.39,0.3,2.92338,9.818416000000001,71.51476,813.192,1,2,0
Kepler-372,,6509.0,1.14,1.15,0.321,4.41,3.09,0.61022,15.10955,80.96011,1493.95,1,3,0
Kepler-373,,5787.0,0.84,0.93,0.212,4.56,0.5,2.2342299999999997,16.74465,81.74034,1090.45,1,2,0
Kepler-374,,5977.0,0.91,1.04,0.27399999999999997,4.48,1.5,0.7822,10.29407,75.50726,1265.61,1,3,0
Kepler-375,,5826.0,0.84,0.92,-0.163,4.57,0.4,2.7620299999999998,16.24521,79.13396999999999,1238.81,1,2,0
Kepler-376,,5900.0,1.18,1.06,0.35700000000000004,4.3,1.91,0.59154,10.20895,71.03289000000001,923.067,1,2,0
Kepler-377,,5949.0,1.22,1.07,0.218,4.3,0.3,2.28333,7.7195279999999995,72.72785,823.804,1,2,0
Kepler-378,,4661.0,0.67,0.78,-0.655,4.65,3.24,3.0034400000000003,11.652389999999999,79.45775,152.094,1,2,0
Kepler-379,,6054.0,1.31,1.15,0.28,4.27,3.47,0.78873,7.630443,73.01939,731.2739999999999,1,2,0
Kepler-38,G4 V,5623.0,1.75,0.94,0.442,3.93,10.0,0.175,15.13897,73.05733000000001,1174.59,2,1,0
Kepler-380,,6045.0,1.22,1.08,0.278,4.29,4.43,1.25891,20.34271,78.2594,813.7130000000001,1,2,0
Kepler-381,,6152.0,1.57,1.2,0.514,4.12,2.57,0.57605,16.84348,74.07233000000001,267.323,1,2,0
Kepler-382,,5600.0,0.94,0.88,0.146,4.4,11.3,0.37659000000000004,8.835780999999999,80.36825999999999,935.446,1,2,0
Kepler-383,,4710.0,0.67,0.67,-0.698,4.62,13.9,3.24938,10.37327,70.89564,,1,2,0
Kepler-384,,5577.0,0.88,0.97,0.396,4.47,1.5,0.8003899999999999,16.63719,75.22929,895.678,1,2,0
Kepler-385,,6326.0,1.13,1.12,0.14400000000000002,4.41,3.31,0.02962,13.76679,82.84037,1432.61,1,3,0
Kepler-386,,5178.0,0.77,0.82,-0.402,4.56,4.68,2.11687,15.720460000000001,80.03968,882.462,1,2,0
Kepler-387,,5774.0,1.05,0.82,0.13699999999999998,4.35,1.01,1.49924,15.816089999999999,76.56604,801.052,1,2,0
Kepler-388,,4498.0,0.59,0.64,-0.897,4.69,13.9,3.1690400000000003,17.36482,74.73201999999999,,1,2,0
Kepler-389,,5376.0,0.79,0.81,-0.516,4.57,4.68,3.06944,12.83567,77.0959,816.559,1,2,0
Kepler-39,F7 V,6350.0,1.4,1.29,0.34600000000000003,4.4,2.1,0.66,10.23405,79.75961,1057.41,1,1,0
Kepler-390,,5166.0,0.78,0.86,-0.35200000000000004,4.57,3.24,3.24733,11.43908,73.59187,435.277,2,2,0
Kepler-391,,4940.0,3.57,1.03,0.835,3.46,5.7,0.09357,16.20641,82.49916,869.2360000000001,1,2,0
Kepler-392,,5938.0,1.13,1.07,0.195,4.32,2.97,1.0041,14.34264,74.64371,681.428,1,2,0
Kepler-393,,6189.0,1.38,1.21,0.524,4.23,2.15,0.56072,13.576770000000002,77.06761,881.404,1,2,0
Kepler-394,,6402.0,1.13,1.13,0.053,4.41,0.25,1.9109900000000002,12.80295,83.72614,1058.72,1,2,0
Kepler-395,,4262.0,0.56,0.62,-1.194,4.73,1.6,3.28318,11.9556,77.80792,421.38199999999995,1,2,0
Kepler-396,,5565.0,1.06,0.85,-0.135,4.32,4.37,1.64163,12.1164,82.13514,223.757,1,2,0
Kepler-397,,5307.0,0.77,0.84,-0.376,4.57,5.25,46.77407,9.153578999999999,76.13474000000001,,1,2,0
Kepler-398,,4493.0,0.61,0.65,-0.8109999999999999,4.69,2.34,0.37842,11.16589,72.74606999999999,177.355,1,3,0
Kepler-399,,5502.0,0.68,0.9,-0.418,4.62,3.98,2.53138,5.960662,75.99128,740.5369999999999,1,3,0
Kepler-4,,5857.0,1.49,1.22,0.354,4.17,4.5,0.46728000000000003,18.81835,80.37013,487.916,1,1,0
Kepler-40,F5 IV,6510.0,2.13,1.48,0.8190000000000001,3.94,2.8,0.213,11.035039999999999,81.04477,2305.01,1,1,0
Kepler-400,,5886.0,1.15,1.08,0.152,4.35,3.63,2.38563,11.58427,72.69192,845.97,1,2,0
Kepler-401,,6117.0,1.33,1.17,0.5660000000000001,4.25,3.55,0.17298,16.44237,82.17435,965.56,1,3,0
Kepler-402,,6090.0,1.26,1.15,0.203,4.28,1.4,0.75422,14.53036,74.54275,625.339,1,4,0
Kepler-403,,6090.0,1.33,1.25,0.644,4.27,3.09,0.2469,14.899070000000002,78.20634,840.2689999999999,1,3,0
Kepler-404,,5654.0,0.88,0.93,-0.142,4.54,0.4,2.50636,16.60323,75.87465,812.5239999999999,1,2,0
Kepler-405,,5818.0,0.89,0.91,-0.331,4.54,4.68,2.22952,10.31603,70.89843,1065.08,1,2,0
Kepler-406,,5538.0,1.07,1.07,0.048,4.41,5.84,1.12,12.93662,77.12385,364.03,1,2,0
Kepler-407,,5476.0,1.01,1.0,-0.08199999999999999,4.43,7.47,1.38,18.38299,79.95375,338.36800000000005,1,2,0
Kepler-408,,6104.0,1.23,1.08,0.28300000000000003,4.29,6.68,0.82,18.7385,78.47511999999999,88.7832,1,1,0
Kepler-409,,5460.0,0.89,0.92,-0.20199999999999999,4.5,6.8,1.81,12.61693,79.43308,68.173,1,1,0
Kepler-41,G2 V,5750.0,1.29,1.15,0.262,4.28,4.4,0.754,11.71141,78.90203000000001,1093.08,1,1,0
Kepler-410 A,,6273.0,1.35,1.21,0.435,4.26,2.76,0.693,18.66441,74.81359,147.52700000000002,2,1,0
Kepler-411,K2 V,4974.0,0.82,0.87,-0.579,4.6,0.212,3.5529900000000003,17.40063,80.2492,153.67600000000002,2,4,0
Kepler-412,G3 V,5750.0,1.29,1.17,0.26899999999999996,4.3,5.37,0.9729899999999999,16.166079999999997,74.18896,1086.24,1,1,0
Kepler-413,,4700.0,0.78,0.82,-0.5760000000000001,4.57,,1.755,17.47075,82.06943000000001,847.5360000000001,2,1,0
Kepler-414,,5536.0,0.95,0.89,-0.16899999999999998,4.47,5.5,1.64198,10.70432,82.0622,413.46,1,2,0
Kepler-415,,4362.0,0.64,0.67,-0.87,4.62,4.9,2.40794,8.785421000000001,72.03697,530.487,1,2,0
Kepler-416,,5758.0,1.07,1.0,0.027999999999999997,4.42,4.9,1.73298,10.60928,71.75799,690.819,1,2,0
Kepler-417,,5177.0,0.81,0.9,-0.41100000000000003,4.57,4.9,3.77691,10.68727,75.76890999999999,973.9889999999999,1,2,0
Kepler-418,,5820.0,1.09,0.98,0.111,4.35,7.0,1.51,8.217508,72.01794,1002.53,1,1,0
Kepler-419,,6430.0,1.74,1.39,0.669,4.1,1.29,13.34,13.532229999999998,83.93459,1011.36,1,2,0
Kepler-42,M,3068.0,0.17,0.13,-2.62,5.01,4.5,26.8,12.547889999999999,76.91866,40.0595,1,3,0
Kepler-421,G9/K0,5308.0,0.76,0.79,-0.39799999999999996,4.61,4.0,1.58,18.57617,74.78918,348.55800000000005,1,1,0
Kepler-422,,5972.0,1.24,1.15,0.24,4.31,3.4,0.86,19.4057,75.86265999999999,722.795,1,1,0
Kepler-423,G4 V,5560.0,0.95,0.85,-0.018000000000000002,4.41,11.0,1.3980000000000001,12.921,78.75259,758.753,1,1,0
Kepler-424,,5460.0,0.94,1.01,-0.15,4.5,4.9,1.73,10.48258,82.57661,698.6460000000001,1,2,0
Kepler-425,K1 V,5170.0,0.86,0.93,-0.32299999999999995,4.54,5.0,1.4480000000000002,12.02393,72.57486,646.6469999999999,1,1,0
Kepler-426,G1 V,5725.0,0.92,0.91,-0.08900000000000001,4.47,6.0,1.17,16.28255,80.6716,843.695,1,1,0
Kepler-427,G2 V,5800.0,1.35,0.96,0.29,4.14,7.0,0.4,14.747910000000001,74.83941,1017.8,1,1,0
Kepler-428,K1 V,5150.0,0.8,0.87,-0.39,4.57,5.0,1.704,11.87486,72.65885,686.284,1,1,0
Kepler-43,F8 V,6041.0,1.42,1.32,0.326,4.26,0.69,0.737,17.836570000000002,76.85693,1005.84,1,1,0
Kepler-430,,5884.0,1.49,1.17,0.312,4.15,2.84,15.72666,14.326189999999999,81.69765,917.477,1,2,0
Kepler-431,,6004.0,1.09,1.07,0.146,4.4,4.34,0.5154,19.39475,72.38793000000001,486.546,1,3,0
Kepler-432,,4995.0,4.06,1.32,0.966,3.35,4.2,0.027939999999999996,13.48812,80.6331,848.023,2,2,0
Kepler-433,,6360.0,2.26,1.46,0.88,3.89,2.67,0.177,7.361242,75.52224,1878.31,1,1,0
Kepler-434,,5977.0,1.38,1.2,0.33,4.24,4.0,0.65,10.91053,75.82308,1222.54,1,1,0
Kepler-435,,6161.0,3.21,1.54,1.129,3.61,2.25,0.066,11.87924,75.63373,1418.77,1,1,0
Kepler-436,,4651.0,0.7,0.73,-0.701,4.62,3.0,3.03,6.521898,80.05922,588.867,1,2,0
Kepler-437,,4551.0,0.68,0.71,-0.762,4.63,2.9,3.18,9.022158000000001,78.1129,,1,1,0
Kepler-438,,3748.0,0.52,0.54,-1.357,4.74,4.4,5.52,18.59297,71.25815,,1,1,0
Kepler-439,,5431.0,0.87,0.88,-0.23600000000000002,4.51,7.2,1.89,19.87223,73.11777,757.048,1,1,0
Kepler-44,G2 IV,5800.0,1.35,1.12,0.34700000000000003,4.22,5.8,0.63,8.20085,80.61986999999999,1188.0,1,1,0
Kepler-440,,4134.0,0.56,0.57,-1.102,4.71,1.3,4.76,15.835320000000001,71.8233,301.03,1,1,0
Kepler-441,,4340.0,0.55,0.57,-1.051,4.71,1.9,4.94,19.07514,79.00881,268.003,1,1,0
Kepler-442,,4402.0,0.6,0.61,-0.932,4.67,2.9,4.01,14.984279999999998,69.75017,365.965,1,1,0
Kepler-443,,4723.0,0.71,0.74,-0.664,4.61,3.2,2.96,16.964570000000002,80.93549,802.2710000000001,1,1,0
Kepler-444,K,5046.0,0.75,0.76,-0.425,4.56,11.23,2.4930000000000003,12.89214,73.36331,36.4396,3,5,0
Kepler-445,M4,3157.0,0.21,0.18,-2.1,4.93,6.61,14.392629999999999,9.389915,80.77946,127.20100000000001,1,3,0
Kepler-446,M4,3359.0,0.24,0.22,-2.248,5.03,3.72,25.35714,19.18906,74.3681,96.339,1,3,0
Kepler-447,G8 V,5493.0,1.05,1.0,-0.19,4.4,2.69,1.85322,18.48574,78.72708,268.041,1,1,0
Kepler-449,,5649.18,1.47,1.02,0.29600000000000004,4.09,9.77,0.3897,10.34459,74.94292,241.949,1,2,0
Kepler-45,M,3820.0,0.55,0.59,-1.276,4.7,0.5,4.0,10.536430000000001,73.88716,381.949,1,1,0
Kepler-450,,6197.21,1.64,1.19,0.5539999999999999,4.08,3.02,0.37922,13.41671,83.79722,455.98199999999997,1,3,0
Kepler-452,G2,5757.0,1.11,1.04,0.087,4.32,6.0,0.84,9.987698,77.86458,551.727,1,1,0
Kepler-453,,5527.0,0.83,0.94,-0.233,4.57,2.49,,19.026229999999998,76.06713,442.846,2,1,0
Kepler-454,,5701.0,1.05,0.85,0.035,4.37,4.27,1.04,13.05368,69.44086,230.86900000000003,2,2,0
Kepler-46,,5155.0,0.94,0.9,-0.255,4.45,9.7,1.53,13.62367,74.11379000000001,777.06,1,3,0
Kepler-461,,5634.0,0.91,0.98,0.24600000000000002,4.51,2.51,0.6724899999999999,13.20025,78.35622,692.158,1,1,0
Kepler-462,,7070.0,2.04,1.59,0.9259999999999999,4.02,1.45,0.74607,7.373475,78.82866,596.625,1,1,0
Kepler-463,,5661.0,0.9,0.87,0.079,4.47,7.41,0.9242,8.448194,79.41214000000001,394.80400000000003,1,1,0
Kepler-464,,5933.0,1.59,1.21,0.484,4.11,4.9,0.31209000000000003,12.87627,81.74115,667.6039999999999,1,1,0
Kepler-465,,6310.0,1.29,1.23,0.33799999999999997,4.31,2.19,1.4944,18.06409,76.08661,553.077,1,1,0
Kepler-466,,5927.0,1.05,1.04,0.08900000000000001,4.42,3.47,1.7903099999999998,12.177010000000001,81.54715,530.122,1,2,0
Kepler-467,,5809.0,1.37,1.05,0.32299999999999995,4.18,8.13,0.44616000000000006,13.30959,69.79624,466.265,1,1,0
Kepler-468,,5498.0,0.87,0.96,-0.28600000000000003,4.54,2.0,3.71454,16.56213,80.43303,442.871,1,1,0
Kepler-47,,5636.0,0.94,0.96,-0.076,4.49,,1.65,11.66116,80.00714,1025.02,2,3,0
Kepler-470,,6613.0,1.66,1.4,0.602,4.14,1.86,0.74047,12.265239999999999,83.6682,929.811,1,1,0
Kepler-471,,6733.0,1.8,1.49,0.71,4.1,1.58,0.54081,7.662418,78.28464,1249.41,1,1,0
Kepler-472,,4996.0,0.78,0.85,-0.513,4.59,2.69,0.27531,7.220219,73.60068000000001,306.60200000000003,1,1,0
Kepler-473,,5816.0,1.34,1.06,0.525,4.21,6.92,0.2851,13.9517,69.83523000000001,905.937,1,1,0
Kepler-474,,5785.0,1.08,0.99,0.41700000000000004,4.36,6.76,0.35934,12.158430000000001,76.27253,841.4960000000001,1,1,0
Kepler-475,,5009.0,0.79,0.86,-0.46399999999999997,4.58,2.69,1.81195,14.16431,71.16463,280.069,1,1,0
Kepler-476,,5837.0,1.09,1.03,0.095,4.38,5.37,0.82614,10.37129,77.29406999999999,813.535,1,1,0
Kepler-477,,5240.0,0.79,0.87,-0.37200000000000005,4.58,2.09,1.44556,14.3301,73.50626,,2,1,0
Kepler-478,,5210.0,0.8,0.85,-0.371,4.56,4.9,4.04712,13.06537,78.45851,,1,1,0
Kepler-479,,5247.0,0.81,0.86,-0.409,4.56,4.27,10.01435,10.33489,70.24129,344.901,1,1,0
Kepler-48,,5194.0,0.89,0.88,-0.284,4.49,3.14,1.98,6.338913,76.09004,306.738,1,4,0
Kepler-480,,6322.0,1.34,1.25,0.478,4.28,2.34,0.52959,13.442129999999999,82.34943,847.508,1,1,0
Kepler-481,,5802.0,1.09,1.01,0.207,4.36,6.17,0.40512,14.72415,81.14489,813.7239999999999,1,1,0
Kepler-482,,4871.0,0.72,0.75,-0.539,4.6,6.03,9.17614,11.30516,81.56911,313.068,1,1,0
Kepler-483,,6346.0,1.47,1.28,0.439,4.21,2.63,0.67513,11.724680000000001,74.21752,860.355,1,1,0
Kepler-484,,5668.0,0.87,0.96,-0.135,4.54,1.48,2.7568099999999998,18.23388,76.22780999999999,382.13599999999997,1,1,0
Kepler-485,,5958.0,1.09,1.07,0.079,4.39,3.72,1.3884299999999998,13.45019,83.15478,1140.95,1,1,0
Kepler-486,,4926.0,0.75,0.79,-0.514,4.6,4.47,1.5165600000000001,18.9686,79.33541,436.25699999999995,1,1,0
Kepler-487,,5444.0,0.88,0.91,-0.17300000000000001,4.51,5.62,1.7836599999999998,8.999144,74.88503,872.3430000000001,1,2,0
Kepler-488,,5970.0,1.09,1.07,0.145,4.39,3.47,1.4432,19.85199,77.97013000000001,1145.28,1,1,0
Kepler-489,,5014.0,0.76,0.82,-0.518,4.59,3.31,3.04681,10.65213,70.55198,369.645,1,1,0
Kepler-49,M1 V,3974.0,0.53,0.55,-1.131,4.73,2.88,4.13698,10.71389,73.2573,311.222,1,4,0
Kepler-490,,6045.0,1.12,1.08,0.365,4.37,3.47,0.8755799999999999,11.84257,79.95211,1523.0,1,1,0
Kepler-491,,5582.0,1.03,1.04,-0.057,4.42,4.47,2.0096700000000003,14.96282,73.21540999999999,630.785,1,1,0
Kepler-492,,5527.0,0.91,0.94,-0.299,4.5,4.57,2.65963,9.486394,76.13355,587.91,1,1,0
Kepler-493,,6457.0,1.54,1.36,0.43799999999999994,4.19,2.0,0.9530799999999999,7.867901,72.81379,1745.77,1,1,0
Kepler-494,,6007.0,1.26,1.1,0.271,4.28,4.79,0.49096000000000006,7.948577,75.98235,750.177,1,1,0
Kepler-495,,5346.0,0.83,0.86,-0.237,4.55,4.37,1.90183,14.510710000000001,69.75528,658.924,1,1,0
Kepler-496,,5293.0,0.82,0.86,-0.41600000000000004,4.55,4.57,2.23847,11.445210000000001,73.62566,605.274,1,1,0
Kepler-497,,5834.0,1.11,1.09,0.11,4.39,3.55,1.4357600000000001,11.027330000000001,71.20793,1291.98,1,1,0
Kepler-498,,5744.0,0.96,0.98,0.172,4.47,3.89,0.46378,13.703339999999999,76.24341,938.8439999999999,1,1,0
Kepler-499,,5312.0,0.83,0.87,-0.27899999999999997,4.55,4.57,3.7139300000000004,10.383230000000001,77.23264,556.726,1,1,0
Kepler-5,,6297.0,1.79,1.37,0.652,3.96,2.88,0.39897,7.7426710000000005,78.86641,899.7769999999999,1,1,0
Kepler-50,,6225.0,1.58,1.24,0.536,4.13,3.8,0.441,17.29267,80.87006,250.11,1,2,0
Kepler-500,,5813.0,1.03,1.02,0.11599999999999999,4.42,4.37,1.7906799999999998,9.818574,77.46639,807.48,1,1,0
Kepler-501,,5904.0,1.04,1.03,0.21600000000000003,4.42,3.31,2.3125299999999998,7.989277,76.03586,1125.24,1,1,0
Kepler-502,,6125.0,1.22,1.15,0.349,4.33,3.09,0.21100000000000002,12.95562,75.85537,1591.04,1,1,0
Kepler-504,,3519.0,0.33,0.33,-1.577,4.94,4.17,7.93023,17.79395,76.09156999999999,99.0688,2,1,0
Kepler-505,,3931.0,0.53,0.55,-1.079,4.73,3.16,3.26885,14.54701,73.61899,283.41,1,1,0
Kepler-506,,6236.0,1.19,1.19,0.28800000000000003,4.36,1.74,0.8723799999999999,16.05526,70.90579,228.43900000000002,1,1,0
Kepler-507,,6113.0,1.32,1.16,0.326,4.26,3.8,0.64445,12.27716,83.70421999999999,391.644,1,1,0
Kepler-508,,6025.0,1.25,1.16,0.289,4.3,3.55,0.9526,9.75597,76.49733,324.618,1,1,0
Kepler-509,,6060.0,1.2,1.1,0.233,4.32,4.27,0.84757,15.843179999999998,79.99861999999999,332.44300000000004,1,1,0
Kepler-51,,6018.0,0.94,1.04,-0.142,4.51,0.3,2.16,12.36244,83.11261,783.831,1,3,0
Kepler-510,,5746.0,1.41,0.91,0.332,4.09,10.47,0.16971,13.346910000000001,70.44936,386.17699999999996,1,1,0
Kepler-511,,5770.0,1.2,1.0,0.498,4.28,7.94,0.64141,19.61422,77.19175,651.999,1,1,0
Kepler-512,,5997.0,1.3,1.17,0.21600000000000003,4.28,3.72,1.54311,10.85322,82.76100000000001,467.375,1,1,0
Kepler-513,,5849.0,1.06,1.02,0.079,4.39,5.5,1.26216,19.14378,80.17765,468.25800000000004,1,1,0
Kepler-514,,6106.0,1.44,1.28,0.353,4.23,2.69,0.58348,18.475939999999998,80.62375,455.336,2,1,0
Kepler-515,,5293.0,0.83,0.9,-0.312,4.55,3.39,1.64935,16.67181,83.42371999999999,,2,1,0
Kepler-516,,7099.0,2.02,1.62,0.7979999999999999,4.04,1.32,0.18673,7.591922,72.79875,687.0939999999999,1,1,0
Kepler-517,,5690.0,0.98,0.95,-0.019,4.43,6.31,2.11091,10.10458,74.37638000000001,289.907,2,1,0
Kepler-518,,5842.0,0.88,0.96,-0.04,4.53,1.35,2.1236099999999998,14.603229999999998,72.27613000000001,337.901,1,1,0
Kepler-519,,5260.0,0.8,0.89,-0.335,4.58,1.91,2.35108,6.4451160000000005,76.53659,246.61,2,1,0
Kepler-52,M0 V,4075.0,0.52,0.54,-0.996,4.74,3.55,8.09685,18.08719,80.47825999999999,321.54200000000003,1,3,0
Kepler-520,,6112.0,1.09,1.1,0.175,4.41,2.04,1.83122,10.58194,74.49542,623.901,1,2,0
Kepler-521,,6406.0,1.46,1.34,0.6709999999999999,4.24,1.78,0.48567,8.090361999999999,78.61725,830.638,1,1,0
Kepler-522,,6392.0,1.98,1.54,0.655,4.04,1.7,0.32134,14.95974,75.15465,639.239,1,1,0
Kepler-523,,5515.0,0.86,0.93,-0.28,4.54,2.45,2.36312,18.19117,75.41036,253.295,1,1,0
Kepler-524,,6014.0,1.1,1.09,0.439,4.39,3.02,0.45853,11.781989999999999,82.52934,1058.24,1,2,0
Kepler-525,,5573.0,1.15,0.95,0.525,4.29,10.47,0.1601,11.33165,80.6889,992.852,1,1,0
Kepler-526,,5894.0,1.14,1.15,0.35100000000000003,4.38,2.14,0.40778000000000003,10.47583,81.20465,666.1460000000001,1,1,0
Kepler-527,,6388.0,1.45,1.28,0.32299999999999995,4.22,2.4,0.49083999999999994,14.52651,79.1295,750.04,1,1,0
Kepler-528,,5807.0,1.06,1.01,0.158,4.39,5.5,1.06272,11.810789999999999,80.88054,784.23,1,1,0
Kepler-529,,6087.0,1.14,1.07,0.207,4.35,3.98,1.10938,17.85951,78.21115999999999,799.008,1,2,0
Kepler-53,,5858.0,0.89,0.98,0.036000000000000004,4.53,0.3,1.97596,11.95054,72.6048,1366.07,1,3,0
Kepler-530,,5697.0,0.89,0.97,-0.132,4.53,1.78,1.8866,19.68364,78.26080999999999,457.709,2,1,0
Kepler-531,,4893.0,0.75,0.78,-0.552,4.58,7.76,2.37735,17.75301,79.15835,252.762,1,1,0
Kepler-532,,5192.0,0.79,0.87,-0.45799999999999996,4.58,2.0,2.50395,10.47606,82.61413,312.798,1,1,0
Kepler-533,,4758.0,0.72,0.78,-0.62,4.61,3.24,1.02209,13.483429999999998,81.25191,302.955,1,1,0
Kepler-534,,5884.0,0.98,1.05,0.147,4.48,1.58,1.7083,12.21261,82.73353,570.659,1,1,0
Kepler-535,,6123.0,1.27,1.18,0.341,4.3,3.24,0.61988,12.20042,82.92063,685.5989999999999,1,1,0
Kepler-536,,5524.0,0.89,0.92,-0.214,4.51,4.79,2.2739599999999998,11.50533,83.2331,462.32199999999995,1,1,0
Kepler-537,,5763.0,0.99,1.07,-0.039,4.47,1.45,1.46831,16.72009,82.5205,439.4,1,1,0
Kepler-538,,5547.0,0.87,0.89,-0.179,4.51,5.3,1.902,11.64076,83.14197,155.95600000000002,2,1,0
Kepler-539,G2 V,5820.0,0.95,1.05,-0.027999999999999997,4.5,0.91,1.713,6.818044,76.87805999999999,307.318,1,2,0
Kepler-54,M1 V,3705.0,0.5,0.51,-1.301,4.75,13.8,0.18002,10.19813,76.34493,271.70099999999996,1,3,0
Kepler-540,,5946.0,1.08,1.02,0.207,4.38,4.9,1.0687200000000001,13.679870000000001,76.65725,390.374,1,1,0
Kepler-541,,6166.0,2.06,1.41,0.755,3.96,3.09,0.16175,8.462127,72.00345,1060.68,1,1,0
Kepler-542,,5526.0,0.9,0.93,-0.122,4.5,4.57,1.3140399999999999,9.846521000000001,71.3761,436.01599999999996,1,1,0
Kepler-543,,4671.0,0.67,0.7,-0.643,4.63,5.75,2.8465,13.499360000000001,69.94856,221.80200000000002,1,1,0
Kepler-544,,6206.0,1.22,1.16,0.529,4.33,2.63,0.49243000000000003,8.823783,72.48894,963.18,1,1,0
Kepler-545,,5882.0,1.07,1.04,0.107,4.39,4.47,1.11904,11.935080000000001,72.75931,818.0010000000001,1,1,0
Kepler-546,,5967.0,1.15,1.11,0.271,4.36,3.31,1.7023400000000002,17.1232,70.7642,1019.65,1,1,0
Kepler-547,,4828.0,0.73,0.78,-0.555,4.61,2.88,4.148,16.41178,74.83203,378.972,1,1,0
Kepler-548,,5535.0,0.9,0.93,-0.201,4.5,4.37,3.1656400000000002,8.153926,80.26890999999999,751.7760000000001,1,1,0
Kepler-549,,5360.0,0.84,0.88,-0.306,4.54,4.57,2.57485,19.46174,76.8956,635.145,1,2,0
Kepler-55,,4362.0,0.58,0.62,-0.763,4.7,2.34,0.0468,16.9253,74.25809,578.7959999999999,1,5,0
Kepler-550,,5322.0,0.83,0.87,-0.384,4.55,4.68,1.28385,10.67287,81.63721,531.944,1,1,0
Kepler-551,,4286.0,0.63,0.65,-0.895,4.66,3.8,4.18804,18.173779999999997,78.28124,311.175,1,1,0
Kepler-552,,5863.0,1.04,1.03,0.063,4.42,3.89,0.78445,14.999,79.85717,843.689,1,1,0
Kepler-553,,5266.0,0.85,0.92,-0.261,4.55,2.88,1.83916,10.40504,82.33504,728.525,1,2,0
Kepler-554,,5447.0,0.92,0.93,-0.11800000000000001,4.49,5.62,1.7094200000000002,13.05982,84.38209,690.525,1,1,0
Kepler-555,,5894.0,1.04,1.03,0.264,4.42,3.89,1.04054,14.74063,69.46664,973.1210000000001,1,1,0
Kepler-556,,5740.0,0.98,1.0,-0.048,4.46,4.17,1.43045,11.199060000000001,71.1391,674.5980000000001,1,1,0
Kepler-557,,6068.0,1.16,1.11,0.728,4.35,3.24,0.1961,10.229560000000001,74.6765,2097.12,1,1,0
